Adress_agence,CodePostal_agence,Non_agence,Pays,Price,Tel_agence,Titre_annonce,Ville,m2_total,url
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,990,000",+32 (0)47 47 40 80,Apartment,Brussels ,329,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979265/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 2,700,000",+32 (0)47 28 69 66,House with pool,Uccle ,822,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17980091/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,450,000",+32 (0)47 47 40 80,Manoir,Forest ,510,https://properties.lefigaro.com/announces/manoir-real+estate-properties+for+sale-belgium/17979229/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 4,500,000",+32 (0)47 28 69 66,House with pool,Uccle ,969,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979839/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,,+32 (0)47 47 40 80,House with pool,Uccle ,1100,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17980135/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,650,000",+32 (0)47 59 44 50,Villa with pool,Braine-l'Alleud ,800,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-belgium/17979395/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,520,000",+32 (0)47 28 69 66,House,Uccle ,260,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979767/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 2,350,000",+32 (0)47 47 40 80,Villa,Uccle ,470,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-belgium/17980029/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 3,490,000",+32 (0)47 28 69 66,House,Uccle ,610,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979803/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 3,850,000",+32 (0)47 59 44 50,Villa with pool,Sint-Genesius-Rode ,996,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-belgium/17979889/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,,+32 (0)47 47 40 80,House with pool,Woluwe-Saint-Lambert ,750,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979801/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 3,500,000",+32 (0)49 82 37 93,Villa with pool,Uccle ,1200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-belgium/17979947/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 2,550,000",+32 (0)47 59 44 50,Apartment,Uccle ,730,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17989841/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 925,000",+32 (0)47 28 69 66,Apartment,Ixelles ,164,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979835/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,645,000",+32 (0)47 59 44 50,Apartment,Uccle ,228,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979231/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,490,000",351282353019,Villa,Loulé ,380,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/15493879/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,,+32 (0)47 59 44 50,Apartment,Uccle ,652,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979755/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 3,100,000",+32 (0)47 59 44 50,Apartment,Uccle ,380,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979995/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,,+32 (0)47 28 69 66,House with pool,Watermael-Boitsfort ,1100,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979977/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,800,000",+32 (0)47 35 51 05,Apartment,Uccle ,344,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17980045/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,,+32 (0)47 59 44 50,Apartment with pool,Uccle ,475,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17980159/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 2,400,000",+32 (0)47 59 44 50,Apartment with pool,Ixelles ,339,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979871/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 2,875,000",+32 (0)47 59 44 50,House with pool,Braine-l'Alleud ,738,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979471/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 4,100,000",+32 (0)47 59 44 50,Apartment,Ixelles ,384,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979855/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 2,475,000",+32 (0)47 28 69 66,House with pool,Sint-Genesius-Rode ,450,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979949/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,485,000",+32 (0)47 59 44 50,House,Ixelles ,350,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979897/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,395,000",+32 (0)47 59 44 50,Apartment,Ixelles ,250,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979569/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 4,500,000",+32 (0)47 59 44 50,Apartment with pool,Uccle ,850,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979939/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 2,950,000",+32 (0)47 47 40 80,House with pool,Sint-Genesius-Rode ,475,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-belgium/17979739/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 2,750,000",+32 (0)47 28 69 66,Villa with pool,Uccle ,477,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-belgium/17979941/
 Avenue Louise 200 ,, Brussels Sotheby's International Realty,Belgium,"€ 1,150,000",+32 (0)47 28 69 66,Apartment,Uccle ,220,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-belgium/17979919/
 Av. Engº Duarte Pacheco nº 17/19R/C Loja BLISBONNE ,, CLUTTONS LISBOA,Portugal,"€ 3,200,000",351215807080,Farm house,Lisbon ,5611,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-portugal/17905929/
 Av. Engº Duarte Pacheco nº 17/19R/C Loja BLISBONNE ,, CLUTTONS LISBOA,Portugal,"€ 9,500,000",351215807080,House,Lisbon ,6430,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/17905937/
 Av. Engº Duarte Pacheco nº 17/19R/C Loja BLISBONNE ,, CLUTTONS LISBOA,Portugal,"€ 1,000,000",351215807080,House,Setúbal ,30000,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/17905925/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,000,000",+39 02 8707 8300,Villa,Capannori ,1550,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896917/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 730,000",+39 02 8707 8300,Apartment,Florence ,120,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17896931/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 1,450,000",351214659600,Villa with pool,Cascais e Estoril ,,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/13982749/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,795,000",351282353019,Villa,Lagos ,388,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/17904919/
" Plaça Forgas 11, PB, Puerta 1 ",, Immobilier Costa Brava,Spain,"€ 1,750,000",972304591,Seaside villa with pool,Begur ,400,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/16266339/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,100,000",351282353019,Villa,Lagos ,270,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/16325123/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 980,000",351214659600,Property,Cascais e Estoril ,,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-portugal/14563831/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,500,000",+39 02 8707 8300,Apartment,Argegno ,135,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17896925/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 1,500,000",351214659600,Property,Cascais e Estoril ,,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-portugal/14563839/
" 70, Avenue GuillaumeLuxembourg ",, LUXEMBOURG SOTHEBY'S INTERNATIONAL REALTY,Luxembourg,,+352201919 - +352691646900,Farm house with outbuildings and garden,Junglinster ,471,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-lux/17863491/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 375,000",351282353019,Ground ,Lagos ,350,https://properties.lefigaro.com/announces/terrain-real+estate-properties+for+sale-portugal/16804173/
 Poljana Zvonimira Drazica 2Zagreb ,, MI -DOMA,Croatia,"€ 1,100,000",+33 (0)6 49 12 88 76 - +385 (0)92 18 78 046,Seaside villa with pool,Opatija ,220,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-croatia/17947489/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,900,000",+39 02 8707 8300,Apartment,Anacapri ,180,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141191/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 770,000",351214659600,Property,Lisbon ,118,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-portugal/12123688/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,,+39 02 8707 8300,Villa,Porto Cervo ,910,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896927/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,975,000",+39 02 8707 8300,Villa,Lucca ,550,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141733/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 600,000",+39 02 8707 8300,Apartment,Lerici ,140,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141645/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,000,000",+39 02 8707 8300,Apartment,Milan ,600,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140899/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,,+39 02 8707 8300,Villa,Sirmione ,550,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896839/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,400,000",+39 02 8707 8300,Villa,Pian Rosso-costa ,260,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896847/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,500,000",+39 02 8707 8300,Villa,Porto Valtravaglia ,400,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896921/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,250,000",+39 02 8707 8300,Villa,Porto Cervo ,236,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17362489/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,200,000",+39 02 8707 8300,Apartment,Desenzano del Garda ,185,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17896855/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,150,000",+39 02 8707 8300,Apartment,Milan ,380,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17896871/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,000,000",+39 02 8707 8300,Villa,Pescia ,1900,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141417/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 600,000",+39 02 8707 8300,Apartment,Stresa ,112,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17896875/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,900,000",+39 02 8707 8300,Villa,Campiglia Marittima ,1100,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896841/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,350,000",+39 02 8707 8300,Apartment,Milan ,193,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17896833/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,500,000",+39 02 8707 8300,Villa,Asolo ,1150,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896845/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 7,200,000",+39 02 8707 8300,Villa,Orta San Giulio ,1600,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896897/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,900,000",+39 02 8707 8300,Villa,Lastra a Signa ,800,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896851/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 595,000",+39 02 8707 8300,Apartment,Menaggio ,180,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17896861/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 980,000",+39 02 8707 8300,Villa,Buti ,250,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896879/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 795,000",351282353019,Villa,Silves ,299,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12170167/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,850,000",+39 02 8707 8300,Villa,Pistoia ,530,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896877/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,900,000",+39 02 8707 8300,Villa,Biella ,2500,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896893/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 590,000",+39 02 8707 8300,Apartment,Soiano ,150,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17896889/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 7,000,000",+39 02 8707 8300,Villa,San Maurizio D'opaglio ,970,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17896907/
" Es Cós de Gràcia, 19 ",, SES MORERES,Spain,"€ 1,490,000",+34 971 35 15 30,House with garden and terrace,Sant Lluís ,276,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-spain/17742207/
" 120-122, rue du Faubourg-Saint-Honoré 75008 Paris 8th ",75008, BARNES BIENS D'EXCEPTION,Mauritius,"€ 3,495,275",+33 (0)1 85 34 70 66,House,Beau Champ ,288,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-mauritius/17770817/
" 66, avenue des Champs Elysées 75008 Paris 8th ",75008, IMMO BEST INTERNATIONAL,Spain,"€ 16,200,000",33698268000,Seaside property with pool,Barcelona ,1600,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-spain/10103486/
" 120-122, rue du Faubourg-Saint-Honoré 75008 Paris 8th ",75008, BARNES BIENS D'EXCEPTION,Mauritius,"€ 6,884,000",+33 (0)1 85 34 70 66,House,Beau Champ ,575,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-mauritius/17770813/
